Key	Value
据《上古异闻·仙魔之战·卷七》记载，第二次仙魔大战，十大邪教勾结魔头，险些导致人间覆灭。东皇宫掌教以身祭天道，重现东皇法身，以雷霆手段重创十大邪教，令其几乎全部覆灭，这才终于在第二次仙魔大战中获得惨胜。	Menurut "Rahasia Kuno: Medan Perang Surgawi: Volume VII," selama Perang Kedua, dua Sekte jahat berkolusi dengan kejahatan besar, yang menyebabkan akhir dunia. Pemimpin Sekte Istana Timur mengorbankan dirinya pada Pengakuan Iman Surga agar Penguasa Timur dapat menuai dan menghancurkan sepuluh bidat. Kemenangan besar namun pahit dalam Perang Kedua diraih.
据《上古异闻·仙魔之战·卷十五》所说，上古时期，人间界在东皇宫的带领下，取得两次仙魔大战的胜利。然而两次大战，修行界皆为惨胜。巨大的损失令东皇宫之中有一派人对第三次仙魔大战生出悲观态度，是以倾尽天下修行界之力打造出至宝“乾坤界”，以希望灾难来临时能遁入其开辟的小千世界中躲过灾难，为人间留下火种。	Menurut "Rahasia Kuno: Medan Perang Surgawi, Volume XV," umat manusia memenangkan dua perang antara Dewa dan Iblis di zaman kuno. Kedua perang tersebut merupakan kemenangan pahit bagi dunia kultivator. Kerugian besar tersebut membuat sekelompok orang di istana Timur merasa pesimisme mengenai perang ketiga antara Dewa dan Iblis. Ada keinginan untuk menciptakan "Alam Semesta" menggunakan sihir yang memungkinkan pelarian jika terjadi bencana.
还不能离开，因为\n%s	Tidak bisa pergi karena\n%s
乱界夹缝-空之界	Keretakan dalam Kekacauan: Alam Kekosongan
因天道崩碎而衰亡的小千世界碎片，五行之力皆已死寂，仅凭一方造化灵池勉强维系。\n此界充满天地破碎时万物死亡的冤孽，他们因乱界而生，五行之力皆对其无效。	Sepotong Bounded Universe yang hancur setelah hancurnya keyakinan, di mana semua kekuatan unsur mati dan hilang. Hampir tidak ada di Inspired Pond of Destiny.\nAlam ini sekarang dipenuhi dengan roh-roh jahat yang mati ketika langit dan bumi runtuh. Mereka hidup di alam kacau ini, tak terkalahkan oleh lima elemen.
沉默的守誓人	Penjaga Diam
口乃心之门户,口闭心沉。\n此处一静,万物皆景。\n此口一闭,万籁皆胜。\n此心一沉,万象可爱。	Diam adalah obat bagi pikiran yang bingung.\nTenang, dan segala sesuatunya indah.\nDiam, dan semua makhluk lebih hebat.\nMenulislah, dan semua kehidupan menyenangkan.
未知	Tidak dikenal
磁龟	Penyu Magnet
“让战争停止吧！”。人们这样哀求着。\n“销毁这些杀人的兵器吧！”。人民这样祈祷着。\n大地回应了这呼唤，祂自天坑中爬出。\n在那瞬间，刀兵禁止。	“Tolong, hentikan perang!” Demikian pinta masyarakat.\n“Tolong, hancurkan senjata pembunuh ini!” Begitulah doa orang-orang itu.\nBumi menanggapi panggilan tersebut, dan penyu pun keluar dari kawah.\nJadi melarang semua senjata.
%s成功将北斗星光吸入其中	%s menyerap cahaya bintang dari Grand Chariot
末法的代言人	Pendukung Kiamat
修行真的可以获得永恒么？\n那这片天地，又为何衰败至此？\n谎言！都是谎言！\n该死的仙神，该死的修行！！	Bisakah kultivasi benar-benar memberikan keabadian?\Lalu mengapa dunia ini masih membusuk?\nSemuanya hanya bohong!\nKultivasi dan keabadian sialan!
执念终结	Akhir Obsesi
门派阵法试炼，年少的修行者遭受同门排挤，被驱赶下山。\n百年之后，“魔傀”横空出世，以一人成阵的秘法横扫天下。	Seorang kultivator muda dikecualikan oleh sesama murid selama uji coba pembentukan sekte mereka.\nSeratus tahun kemudian, Kapal Iblis, sebuah formasi dari satu orang, muncul entah dari mana untuk mengalahkan semua makhluk yang dilewatinya.
我即为阵	Pembentukan Yang Satu
确定要离开此地吗？	Yakin akan pergi dari sini?
认输	Menyerah
易碎的生命	Kehidupan yang Rapuh
生命真的很脆弱，如同精致的瓷器。\n在真正的力量面前，易碎而惹人怜爱。\n我爱瓷器，正如我爱这生命！	Hidup ini rapuh, seperti sepotong porselen halus.\nHidup menjadi rentan dan menggemaskan ketika dihadapkan dengan kekuatan yang benar-benar hebat.\aku menyukai porselen sama seperti aku menyukai kehidupan!
[NAMA]以仙法摄走两军首领，一番劝戒，迫使他们停止了战争，消弭了这场祸事。此举手段温和，虽无人知晓，但却顺应天道，[NAMA]获得了一些功德。	[NAMA] menggunakan Keajaiban untuk melarikan diri bersama kedua pemimpin militer tersebut, memperingatkan mereka untuk menghentikan perang dan menghentikan bencana. Tidak ada yang mengetahuinya tetapi ini sesuai dengan Pengakuan Iman Surga, dan[NAMA] memperoleh Kebajikan karenanya.
第一个愿望	Keinginan Pertama
求道者历经千百劫难，终于求得永生不灭的肉体。\n然后，他满是虔诚的向天道许下了第一个愿望：\n“杀死我！”	Setelah cobaan dan kesengsaraan, seorang kultivator akhirnya diberikan tubuh abadi.\nKemudian dengan penuh pengabdian, dia menyampaikan permohonan pertamanya ke surga:\n“Bunuh aku!”
难过	Gundah
身似枯木不自在，心如野草遍地青。	Tubuh yang layu tidak dapat menampung jiwa yang terus bertumbuh.
想念	Hilang
枯荣	Layu dan Berkembang
曾经的我瘦小而懦弱。\n但是当我看到大海的那一刻，我明白了我的来处。\n来吧！潮汐之力，你等皆当归于潮汐!\n而潮汐，尽归我身！	Saya dulunya lemah dan penakut.\nTetapi saat saya melihat lautan, saya menyadari dari mana saya berasal.\nAyo, kekuatan air pasang! Kalian semua akan ditelan ke dalam air!\nDan semua pasang surut akan kembali padaku!
喂养宝物	Beri makan artefaknya
海之子	Putra Laut
他们居然还责备我们不领情，奇观建设继续进行。估计他们明天也不会来了。	Mereka pergi, menuduh kami tidak berterima kasih, dan pembangunan yang menakjubkan terus berlanjut. Mereka mungkin juga tidak akan datang besok.
[NAMA]心灵虔诚地拜了拜，感受到了祝福。	[NAMA] berdoa dengan ikhlas dan merasakan keberkahan.
一年一度的龙头香祭拜已经结束，请明年首日再来	Upacara Dupa Naga telah berakhir tahun ini. Silakan datang lagi pada hari pertama tahun depan.
烬灭的轻语	Bisikan Kehancuran
法宝反噬	Serangan Balik Ajaib
咕咕~~咕咕~~\n神鸟快乐的鸣叫着———\n如珠玉落盘，轻语低吟。\n我知道，这是万物烬灭的声音……	*kicauan*\nBurung dewa berkicau sepuasnya.\nBisikan lembut seperti tetesan air hujan yang jatuh di kaca jendela.\Aku tahu, ini adalah suara kehancuran segala sesuatu.
残渣	Sisa-sisa yang Terfragmentasi
天地开辟以降，悄然湮灭者众，留名青史者寡。\n被尽数遗忘后的残留下些许顽固的执念，随意的聚合。\n化作茫然的无名者徘徊在历史的缝隙。\n化作残渣。	Sejak awal mula, kebanyakan orang hidup dan mati tanpa meninggalkan warisan apa pun.\Tidak ada obsesi yang tersisa setelah masa lalu yang terlupakan ini, perlahan-lahan mengumpulkan kekuatan.\nJiwa tak bernama berlama-lama di tepi sejarah.\nHanya menyisakan yang tersisa.
哇哇，兔子，兔子吃人了……！！	Ah! Kelinci sedang memakan orang!
说话气泡 fParam1为时间 sParam1为对象 sParam2为文本	Gelembung. fParam1 adalah waktu. sParam1 adalah target. sParam2 adalah teks.
[NAMA]靠近蕴灵树后感受其中玄妙，自身灵气运转更加流畅了。	[NAMA] rasakan misteri di dekat Pohon Illumi, Qi mengalir lebih lancar。
他们说了好半天话，最终给了我们一朵纸做的红花，奇观建设被耽误了。	Mereka berbicara lama sekali dan memberi kami lencana yang terbuat dari kertas, sehingga pembangunan keajaiban itu tertunda.
[NAMA]于战场之上降下雷霆震怒，将两军兵士镇压，强行制止了这场战争。[NAMA]之神威因此深深刻印在亲见此幕的凡人脑海，他们口口相传，使[NAMA]收获了不少信徒和信仰。	[NAMA] secara paksa menghentikan perang sendirian.[NAMA]'Kekuatannya terukir di benak orang-orang dan dengan demikian[NAMA] memperoleh banyak Kepercayaan dan banyak Pengikut.
[NAMA]降临于战场之上，欲以法力强行镇压两军兵士。然而[NAMA]没想到的是，战场上凡人军士个体虽弱，但其气血沸腾浑然一体，以[NAMA]的修为竟然无法镇压。此举使得[NAMA]声名大损。	[NAMA] datang ke medan perang untuk menghentikan pertempuran.[NAMA] tidak menyadari bahwa meskipun tubuh rakyat jelata lemah, Qi mereka tidak bisa ditertawakan, dan sebagainya[NAMA] tidak bisa menekan mereka. Ini berhasil[NAMA]'Reputasinya terpukul.
{1}发动神力，直达灾民心怀。我方赈灾进度增加了{0}。	{1} menggunakan kekuatan luar biasa untuk menyentuh hati para korban. Kemajuan bantuan kami meningkat{0}.
救命！救~~~~~~~~	Membantu! Tolong!
[NAMA]阅读《太一秘典》，遍览了太一门百年前立派到如今的种种大事，在书册最后，还记载了一种奇特的名为“小乾坤界”的建筑的建造方法。[NAMA]一方面感慨“小乾坤界”的精妙，一方面回想起师门种种，不禁百感交集。	[NAMA] membaca "Kodeks Rahasia Taiyi," dan mempelajari tentang sejarah Sekte sejak pendiriannya. Di akhir buku, terdapat tulisan aneh tentang pembangunan sebuah bangunan yang disebut "Mini Universe".[NAMA] terpesona oleh Mini Universe, dan memiliki perasaan campur aduk tentang kehancuran Sekte Taiyi.
追钟	Serangan Waktu
投降认输，以结束这场比斗	Menyerah untuk mengakhiri pertarungan
金	Logam
该物品只能在野外地图使用	Item ini hanya dapat digunakan di peta lapangan
观赏	Nikmati pemandangannya
狸	Tanuki
快跑啊！	Berlari!
[NAMA]悄悄追踪这些弟子的踪迹。发现这是一群{0}的内门弟子在掳掠根基不错的凡人修炼魔功。\n[NAMA]含怒出手，毫不容情，不消的几个回合便将敌手尽数诛杀，拯救了这附近的居民。	[NAMA] diam-diam melacak jejak murid-murid ini. Ternyata itu adalah sekelompok murid batin{0} menjarah rakyat jelata untuk mempraktikkan sihir mereka.\n[NAMA] membuat gerakan penuh amarah dan kurang belas kasihan. Setelah beberapa putaran, tidak ada musuh yang tersisa dan penduduk di dekatnya semuanya selamat.
融断	Meleleh
等待	Tunggu
天苍%s年第%s天，%s将%s%s%s封印，化为灵契。	Tiancang tahun %s, hari %s, %s telah menyegel %s %s ke dalam kontrak roh.
呜呜呜，妈妈！	*terisak* Mama!
[NAMA]悄悄追踪这些弟子的踪迹。发现这是一群{0}的内门弟子在掳掠根基不错的凡人修炼魔功。\n[NAMA]含怒出手，毫不容情，双方苦斗半日，[NAMA]渐渐感到真气不济，暗暗叫苦。敌人却仿佛看穿了[NAMA]的窘境，合力一击击碎了[NAMA]的护体真气。[NAMA]鲜血狂喷，勉强护住心脉，逃离战场。但这群邪派妖人并不打算放过[NAMA]，他们循着气息一路追来。	[NAMA] diam-diam melacak jejak murid-murid ini. Ternyata itu adalah sekelompok murid batin{0} menjarah rakyat jelata untuk mempraktikkan sihir mereka.\n[NAMA] membuat gerakan penuh amarah dan kurang belas kasihan. Kedua belah pihak berjuang keras selama setengah hari.[NAMA] perlahan merasa menginginkan Qi dan mulai menyesal telah mengambil tindakan. Musuh tampaknya telah berhasil menembusnya[NAMA]'kesulitannya dan menerobos[DIA] Penghalang Qi.[NAMA]'darahnya muncrat ke mana-mana.[DIA] berhasil melindungi[DIA] arteri utama sebagai[DIA] melarikan diri. Tapi kelompok iblis jahat ini tidak punya rencana untuk membiarkannya[NAMA] pergi, mereka mengikuti Qi-nya dan melanjutkan pengejaran.
木	Kayu
[acak_label=deskripsi_waktu,des_tempat,des_cuaca]，[nama]在垂钓时，突然心中一动，对%s一道又有感悟。	[acak_label=deskripsi_waktu,des_tempat,des_cuaca], [nama] sedang memancing dan tiba-tiba mendapat Eureka sekitar %s.
[NAMA]受[HENAME]蕴养，灵性忽然触动，一股玄妙之气息氤氲开来。灵性交感下，众人均大有所获！	[NAMA] diasuh oleh[HENAME] dan pemberkatan tampaknya terjadi ketika asap misterius tampak muncul. Di bawah berkah ini, setiap orang memperoleh keuntungan besar!
%s精元提高了%s点。	%Staminanya meningkat sebesar %s poin.
%s心境短期内提高了%s点。	%Kondisi Mental s meningkat sebesar %s poin untuk sementara.
[NAMA]受[HENAME]蕴养，灵性忽然触动，一股玄妙之气息氤氲开来。可惜附近并没有人修炼，无人捕捉到这一丝灵韵。	[NAMA] diasuh oleh[HENAME] dan pemberkatan tampaknya terjadi ketika asap misterius tampak muncul. Sayangnya tidak ada jiwa yang berkultivasi di dekatnya sehingga tidak ada yang bisa menangkapnya.
未知门派	Sekte Tidak Diketahui
水	Air
[NAMA]琢磨传说中的古代至宝“乾坤界”和自己从太一门秘穴中获得的“小乾坤界”，觉得其中肯定有什么特殊的联系。一番思索后，[NAMA]突然察觉到小乾坤界的阵法符印，似乎可以套用到古代秘印的解印法中。如果以这种方法解印《太一密典》会怎么样呢？[NAMA]尝试之下，《太一秘典》上光华闪过，文字变幻，竟然展现出完全不一样的内容，揭露出一段湮没在历史中的隐秘！	[NAMA] merenungkan hubungan antara "Alam Semesta" kuno dan "Alam Semesta Mini" yang ditemukan. Setelah memikirkan semuanya,[NAMA] menyadari bahwa formasi Mini Universe seharusnya dapat diterapkan untuk mengangkat segel kuno. Apa yang akan terjadi jika ini digunakan pada "Kodeks Rahasia Taiyi"?[NAMA] dicoba dan "Kodeks Rahasia Taiyi" muncul, karakternya berubah, rahasia yang hilang dari sejarah terungkap!
据《太一秘典》记载，上古时期，人间修行界的领袖乃是三皇传承之一的东皇宫，其实力威压天下，无人不从。只是千年前一场大变故使东皇宫几乎灭派，变故之后，东皇宫成为修行界的禁忌，其资料历史尽数被销毁，至此仿佛从未存在。而百余年后，其残留一支隐秘的传承悄然出世，为避人耳目，他们另立一派，其名为：太一门！	Menurut “Kodeks Rahasia Taiyi,” Istana Timur adalah pemimpin dunia budidaya, semuanya mengikuti kekuatan yang luar biasa. Itu adalah perubahan besar ribuan tahun yang lalu yang hampir memusnahkan sekte Istana Timur. Hukum mereka menjadi hal yang tabu, dan semua bukti dari hal itu semuanya lenyap. Lebih dari satu abad kemudian, sebuah rahasia tersembunyi yang selama ini disembunyikan dari dunia muncul, dan mereka mendirikan sebuah Sekte yang dikenal sebagai: Sekte Taiyi!
一	Satu
[NAMA]决定还是不管这场闲事，转身离开。	[NAMA] memutuskan itu tidak layak untuk diganggu dan pergi.
二	Dua
火	Api
[NAMA]运转元神，以强横的修为暴力破解法阵，获取了其中的道统传承。	[NAMA] membalikkan Roh Primordial dan menggunakan kultivasi sombong untuk memecahkan susunan dan mendapatkan kebijaksanaan dari ajarannya.
三	Tiga
[NAMA]不想惹这些闲事，扭头就走。	[NAMA] tidak mau menempel[DIA] hidungnya di tempat yang bukan tempatnya, lalu berbalik dan pergi.
四	Empat
五	Lima
{0}无动于衷，几乎没人通过这次活动认识我们。	{0} kami acuh tak acuh, jadi tidak ada yang benar-benar mengenal kami sebagai hasil dari kegiatan tersebut.
{0}尝试安抚他们，与他们闲聊。但{0}从中悟出了一些处世道理，并收获了一些信众。	{0} mencoba menenangkan mereka dengan mengobrol.{0} memperoleh beberapa Pengikut dan mempelajari beberapa keterampilan sosial.
{0}抓了其中一个乞丐，强行把食物送给他。那人一脸茫然，非常害怕，群众用怀疑的眼光看着{0}。	{0} meraih seorang pengemis dan memaksanya mengambil Makanan. Orang tersebut benar-benar bingung dan ketakutan. Kerumunan melihat ke arah{0} dengan curiga.
{0}尝试使用食物引诱乞丐：“成为我们的信徒就不用再挨饿了。”乞丐当仁不让地就答应了。但群众还是觉得有点诡异。	{0} mencoba menggunakan Makanan untuk menarik perhatian para pengemis: "Bergabunglah bersama kami dan kelaparan itu akan segera berlalu." Pengemis itu setuju tanpa ragu-ragu. Namun, orang banyak menganggapnya aneh.
{0}想依靠知识和智慧帮助他们，但此时还是食物更加重要。	{0} ingin menggunakan pengetahuan dan kebijaksanaan untuk membantu mereka, tapi Makanan lebih penting di saat seperti ini.
{0}大发善心，决定给他们每人无偿提供一顿食物。众人见了，投来赞许的目光。	{0} memutuskan untuk memberi semua orang makanan gratis. Kerumunan melihatnya dan menyetujuinya.
