Key	Value
秘籍:{0}	Petunjuk:{0}
修改数值	Ubah Atribut
御物	Penguasaan Artefak
采掘	Menggali
火劫	Kesengsaraan Api
这将会打断当前工作，确认立即进行突破吗？	Melakukan hal ini akan menghentikan pekerjaan saat ini. Apakah Anda ingin melakukan terobosan?
招揽弟子	Rekrut Murid
新的异闻解锁	Sebuah rahasia baru terbuka.
选择预览图	Pilih Pratinjau Gambar
驻扎中	Berkemah
变身成妖形态	Berubah wujud menjadi wujud monster
(被烧毁)	(Pembakaran)
自身生长速度很慢，对周边环境产生极大的正面增益。	Tingkat pertumbuhan yang sangat lambat; dampak positif yang besar terhadap lingkungan sekitar.
道行:{0}\n{1}	Pencapaian:{0}\n{1}
手工制作	Buat dengan Tangan
门派人数已达上限，不可送回代理人！	Mencapai populasi sekte maksimum. Tidak dapat mengingat agennya!
进攻	Menyerang
天下行商	Pedagang Dunia
重生	Kelahiran kembali
影响值	Pengaruh
道淬次数：{0}次\n	Waktu Pemurnian Tao:{0}\n
此物品非常贵重。	Barang ini sangat langka dan mahal.
{0}对门派好感{1}{2:F0}点	{0}bantuan untuk sekte Anda{1}{2:F0} poin.
法宝转弯速度:	Kecepatan Putar Artefak:
[color=#FFFFFF]该建筑升级需要达到{0}信仰人口[/color]	[color=#FFFFFF]Untuk meningkatkan bangunan ini, populasi umat beriman perlu dijangkau{0}.[/color]
角色思考的能力，影响角色的学习速度等属性。	Intelligence (INT): Kemampuan berpikir seorang tokoh. Mempengaruhi kecepatan belajar.
请选择一个理智思绪	Pilih Pemikiran Rasionalitas.
掌门	Pemimpin Sekte
上个存档正在写入，目前还不能再次存档。	Tidak dapat menyimpan saat ini, file simpanan sebelumnya masih ditulis.
增加神性	Tingkatkan Keilahian
正在苏醒...	Bangun...
登陆失败，是否重新登陆	Gagal masuk. Coba lagi?
驱逐	Membuang
摔倒	Menjatuhkan
训练	Pelatihan
封闭	Tertutup
中	Sedang
众生之相	Orang & Makhluk
木劫	Kesengsaraan Kayu
信仰天劫	Kesengsaraan Kepercayaan
正在离开{0}	Meninggalkan{0}
请选择合适的摆放地点	Pilih tempat yang cocok untuk meletakkannya.
掌门名称	Pemimpin
特别利于	Very Beneficial
{0}{1}的转世	{0} {1}reinkarnasi
====触发太易天道触发检测	====Memicu deteksi Taiyi Heavenly Dao
敌人	Musuh
移动速度：{0:F2}\n	Kecepatan Bergerak: {0:F2}\n
单击选择目标，长按框选范围!	单击选择目标,长按框选范围!
古修	Penggarap Kuno
铭记	Ingatan
{0}\n[color=#FF0000]需要在[b]{1}[/b]使用[/color]	{0}\n[color=#FF0000]Perlu digunakan di[b]{1}[/b][/color]
请输入阵法名字	Masukkan nama untuk formasi.
未探索	Belum dijelajahi
进入建筑	Masuki Gedung
[color=#9e6404]相关工作：[/color]\n灭火	[color=#9e6404]Pekerjaan terkait:[/color]\nMemadamkan api
将角色移动到指定位置。	Pindahkan karakter ke lokasi yang ditentukan.
年龄不足	Belum cukup umur
影响角色驾驭法宝的能力。	Mempengaruhi kemampuan karakter untuk menggunakan artefak.
暂时还无法领取该周奖励	Hadiah minggu ini belum tersedia
关闭主界面显示后，在主界面无法看到太一宝典进度，请确认是否关闭？\n(在游戏设置中可以再次打开显示)	Setelah mematikan tampilan menu utama, progres True Tao Volume tidak akan ditampilkan di menu utama. Apakah Anda yakin akan mematikannya? (Dapat diaktifkan di pengaturan)
积累2000点参悟点。（选择角色，通过屏幕下方的人物面板，切换至练功模式，角色会专心练功，加速参悟点的积累。）	Dapatkan 2k Inspirasi XP. Pilih karakter dan alihkan ke[Training]melalui menu karakter. Saat pelatihan aktif, karakter akan fokus pada pelatihan, sehingga meningkatkan perolehan Inspirasi XP mereka.
厌恶之物	Tidak suka
接受铸体	Dibentuk Kembali
认知	Realisasi
最后的准备	Persiapan akhir
yyyy年MM月dd日HH:mm:ss	yyyy-MM-dd JJ:mm:ss
未知情况：{0}	Situasi tidak diketahui:{0}
尸体({0:N0}秒)	Mayat ({0:N0} detik)
建造材料加工点，并在材料加工点完成50份木料的制作	Bangun Stasiun Pemrosesan Material dan buat 50 Kayu di sana.
练功筑基许久，正累的气喘吁吁	Telah melatih yayasan sejak lama; terengah-engah
结束今天的筑基功课，刚准备擦擦汗	Telah menyelesaikan pelatihan dasar hari ini; berkeringat banyak
读取存档	Memuat
存档过大	Simpan File Terlalu Besar
理智列表	Daftar Rasionalitas
应天争夺失败	Kalah dalam pertarungan Heaven Echo
取消放置建造蓝图中指定的物品。	Batalkan penempatan item cetak biru yang dipilih.
[放纵]放纵自己之欲望，使自己神性获得速度降低。同时获得临时的人性加值(最多为真实神性的一半)。\n放纵状态下心境不会增加且加速减少。	[Indulgence]Manjakan keinginan Anda sendiri dan memperlambat peningkatan keilahian. Pada saat yang sama, memperoleh tambahan kemanusiaan sementara (tidak lebih dari setengah keilahian dasar).\nSaat memanjakan diri, kondisi mental Anda akan berkurang dengan lebih cepat, bukannya meningkat.
筑基时走岔了气，正准备休息一下	Kehilangan kendali atas Qi selama pelatihan dasar; akan beristirahat
刚拆完成一个建筑，正觉得有点可惜	Baru saja selesai menghancurkan sebuah bangunan; merasa menyesal
元神期	Roh Purba
数十天前	Beberapa minggu yang lalu
CloudSave->解压完成	CloudSave->Dekompresi Selesai
[align=center](姿态)[	[align=center](Pendirian)[
再以境界突破为例：\n[color=#ff0000]木属性[/color]的功法在[color=#ff0000]金属性[/color]的环境中突破时，因[color=#ff0000]金克木[/color]的原因而倍加艰难。\n如果在[color=#ff0000]水属性[/color]的环境中突破，则会因[color=#ff0000]水生木[/color]之故，而提高突破成功率。	Dan ketika melakukan Terobosan untuk suatu Negara:\nMempraktikkan Hukum[color=#ff0000]Kayu[/color]di lingkungan[color=#ff0000]Logam[/color]akan sulit karena[color=#ff0000]Logam memotong Kayu[/color].\nJika seseorang melakukannya, lingkungannya[color=#ff0000]Air[/color], tingkat keberhasilan suatu Terobosan akan meningkat karena[color=#ff0000]Air memberi nutrisi pada Kayu[/color].
[color=#bf642f]已归属：{0}[/color]	[color=#bf642f]Milik:{0}[/color]
坐标点	Koordinat
用力拉杆	Masuk
在拆迁建筑时，正忍不住神游天外	Menghancurkan bangunan; tidak bisa menahan diri untuk tidak melamun
选择生长程度	Pilih pertumbuhannya.
\n灵气：{0:N0}({1:N0})	\nQi: {0:N0} ({1:N0})
布	Kain
游戏数据校验错误,请联系客服进行处理	Kesalahan verifikasi data game, silakan hubungi Layanan Pelanggan untuk bantuan
在照顾别人之时，正感觉有点无聊	Peduli pada seseorang; terasa sedikit bosan
她	dia
建造数量:{0}/{1}	Bangunan:{0}/{1}
脸部伤痕	Bekas luka di wajah
接受治疗	Menerima Kesembuhan
载入场景数据	Memuat data peta
任 意	Setiap
收益加成	Bonus tambahan
留下这个角色	Pertahankan karakter ini.
影响建筑速度，建筑受伤时的概率等。	Mempengaruhi kecepatan dan kemungkinan cedera selama pekerjaan konstruksi.
拾取	Mengumpulkan
\n使用模组:	\nModifikasi:
在建筑工作之时，正在胡思乱想	Membangun; terganggu oleh pikiran
籍籍无名	Tidak dikenal
被焦虑之念萦绕，修行速度，学习速度，心境大幅下降。角色在此状态下战斗时焦躁惶恐而急进难安，因此御器技能突破极限4级，术法技能，护体技能降低3级。	Terganggu oleh kecemasan. Efisiensi latihan, kecepatan belajar, dan kondisi mental berkurang drastis. Dalam keadaan tersebut, karakter akan terlalu cemas untuk berpikir sebelum bertindak. Menembus 4 level Penguasaan Artefak, dan menurunkan 3 level Mantra dan Perlindungan.
剩余时间：	Waktu tersisa:
[color=#006600](最新)[/color] 	[color=#006600](Terkini)[/color]
正在加载支付信息...	Memuat informasi pembayaran...
选择研习弟子	Pilih seorang murid untuk dipelajari
阳寿已尽	Almarhum
灵气：{0}\n	Qi:{0}\n
请选择一个可以赋灵的物品	Pilih item untuk memberinya semangat.
炼化增补	Suplemen Pemurnian
{0:N0}秒	{0:N0} Detik
玩耍	Bermain
他	Dia
气感	Rasa Qi
当前品阶：{1} 幽淬成功率：{0} {2}	Tingkat Saat Ini:{1}Tingkat Keberhasilan Penyempurnaan Spectre:{0} {2}
登陆失败，请退出游戏并确认否正确登录了Google Play Games相关服务!	Gagal Masuk. Silakan keluar dari permainan dan verifikasi bahwa Anda telah masuk dengan benar ke layanan Google Play Game!
植物	Tanaman
建立物品的使用者目前已被社群封锁	Pengguna item yang dibuat telah dilarang dari grup.
在照顾别人时，正快乐的哼着小调	Peduli pada seseorang sambil menyenandungkan lagu ceria
正处于{0}！\n剩余时间：{1}天	Di dalam{0}! \nHari yang Tersisa:{1}D
当前阵图节点数过少，无法保存	Rencananya memiliki terlalu sedikit node. Tidak dapat menyimpan.
等物品	Barang
雅艺	Seniman
神修在心境为“静”时，心境会匀速自然提高，不收任何外部条件影响。	Ketika kondisi mental 'stabil', maka secara alami akan meningkat dengan kecepatan yang stabil, tidak dipengaruhi oleh faktor luar.
肥加	Tambah Gemuk
移动	Bergerak
离开	Meninggalkan
赎金在这里	Ini uang tebusannya.
这个动物由修行者夺舍而来，觉醒灵智以后会迎来最严格的化形天劫，是否确定觉醒灵智	Hewan ini dimiliki oleh seorang penggarap. Setelah kecerdasannya terbangun, ia akan menghadapi Kesengsaraan Perubahan Bentuk yang paling keras. Apakah Anda yakin ingin membangkitkan kecerdasannya?
等待建造完成。	Tunggu sampai pembangunannya selesai.
正派	Hanya Sekte
选择阵法人选	Pilih karakter untuk formasi.
境界进阶	Negara Maju
等待	Tunggu
[玄门秘籍]	[Orthodox Manual]
请检查网络是否正常连接Steam社区	Periksa apakah Anda terhubung ke Steam.
随机高级矿石	Acak Bijih Tingkat Lanjut
该物品不能用于绘制符咒	Item ini tidak bisa digunakan untuk menggambar jimat.
{0} {1:F0}岁 {2}	{0}{1:F0} tahun{2}
真炁	Qi Sejati
生成星辰日月	Menghasilkan surga
获取玩家信息	Dapatkan Info Pemain
通灵时间：{0:f2}天\n	Waktu penerangan: {0:f2} hari\n
材料	Bahan
[作者]\r\n	[Author]\r\n
弟子	Murid
[color=#FF0000]该建筑升级需要达到{0}信仰人口[/color]	[color=#FF0000]Untuk meningkatkan bangunan ini, populasi umat beriman perlu dijangkau{0}.[/color]
角色	Karakter
狩猎这个动物并进行屠宰	Buru hewan ini dan potonglah.
文件存在	Berkas Ada
全部	Semua
敲钟	Bel Tol
师父:	Menguasai:
加载查看移除信息有问题！报错：{0}	Memuat informasi yang dihapus! Kode kesalahan:{0}
她的	dia
增加	ditingkatkan
精怪化形	Roh Makhluk yang Berubah Bentuk
有些问题似乎怎么都没办法想明白。	Masih ada pertanyaan yang belum terjawab.
心境中正	Stabil
提高道行: {0}\n	Pencapaian: +{0}\n
午时,日中之时,正午之时,响午时分	Saat itu sekitar pukul 11:00–13:00, bel makan siang berbunyi diiringi gelak tawa
{0}的攻击	{0}serangan itu
{0:F0}秒	{0:F0} detik
耐药性：{0:P2}\n	Resistensi Obat: {0:P2}\n
defName=>{0} npc.name=>{1} 随机删除的耐性数据为=>{2} {3}	namadef=>{0}npc.nama=>{1}data resistansi yang dihapus secara acak adalah=>{2} {3}
通过在地图环境中选择特定环境解锁。	Pilih lingkungan tertentu di peta untuk dibuka.
文中含有敏感词汇，请斟酌后重书。	Ini mengandung kata-kata sensitif. Silakan tulis ulang dan coba lagi.
较多的	Secara signifikan
下载存档:{0}结果为:{1}	Mengunduh Simpan File:{0}Hasil:{1}
驱动建筑	Aktifkan Gedung
{0}习得战斗姿态：[{1}]\n{2}	{0}mempelajari Jurus Pertempuran:[{1}]\n{2}
上古阵法图鉴需要玩家结成完整的上古阵法来点亮。	Untuk membuka isi Ensiklopedia Formasi Kuno, Anda perlu membentuk formasi masing-masing secara lengkap.
仅内门	Hanya murid Batin
在砍柴间余，正小憩片刻	Membelah kayu bakar; sedang istirahat
请取消该MOD在WEGAME上的审核状态，审核中的MOD无法进行修改编辑	Batalkan 'Status Verifikasi' mod ini di WeGame. Mod yang masih dalam verifikasi tidak dapat diedit.
取出数量：{0}	Berapa banyak yang harus ditarik:{0}
此阵法之名已流传千古，切不可随意更名！	Nama formasi ini telah diturunkan selama ribuan tahun. Anda tidak boleh mengganti namanya sesuka hati
{3}消耗信仰：{0}/{5:F0}{4}\n神民：+{1}   神性：+{2:F2}%   {6}信仰程度：+{7:P2}	{3}Biaya Keyakinan{0}/{5:F0}{4}\nPenduduk: +{1}Keilahian: +{2:F2}%{6}Tingkat Keyakinan: +{7:P2}
风水加成	Feng Shui
隐匿气息，降低被发现的概率。\n离开隐匿需要五秒。	Sembunyikan kehadiran untuk menurunkan kemungkinan ditemukan.\nMembutuhkan waktu 5 detik untuk membatalkan persembunyian.
ui状态异常，请关闭ui再次打开	Tidak dapat memuat UI. Silakan tutup dan buka kembali.
技能等级上限	Batas Tingkat Keterampilan
裁缝	Menjahit Pakaian
{0}\n堂主：{1}\n\n专精：{2}\n{3}	{0}\nPemimpin Cabang:{1}\n\nKeahlian:{2}\n{3}
选择称号	Pilih Judul
标记区域	Area yang Ditandai
大吉	Sangat Menguntungkan
法宝	Artefak
极小的	Kecil
\n[color=#B65704]地形需求[/color]	\n[color=#B65704]Persyaratan Medan[/color]
精力	Energi
非常满意	Memuaskan
无心锻造，正想找个机会划划水	Kendur; tidak ingin memalsukan
请选择正确的文件夹	Pilih folder yang benar
聚气	Pertemuan Qi
请输入存档名	Pilih nama untuk simpanan Anda.
火	Api
中等	Sedang
道	Kepercayaan
生成随机角色。	Hasilkan karakter acak.
处事等级:{0}({1})	Tingkat sosial:{0}({1})
神民:{0}\n{1}	Penghuni Ilahi:{0}\n{1}
正在进行中，不能修改原材料。	Sedang berlangsung. Bahan baku tidak dapat diubah.
持续	Selalu
非常抱歉！存档读取失败。\n愤怒的您可能会责怪开发团队，您的确有理由这样做，这本不应该发生。\n我们非常抱歉！请尝试检查你的模组配置或者读取旧的存档。\n如果需要支持或者报告问题，请发送邮件至:\nQA@GSQStudio.com。	Maaf! Gagal memuat.\nAnda mungkin ingin marah dan menyalahkan kami para pengembang saat ini, dan kami memahami Anda karena hal ini seharusnya tidak terjadi.\nMaaf! Silakan coba periksa konfigurasi mod Anda atau muat simpanan lama.\nJika Anda memerlukan bantuan atau ingin melaporkan masalah, silakan hubungi kami di\nQA@GSQStudio.com.
{0}{1:F0}  {2}等级\n	{0}{1:F0}{2}Lv\n
(成长中)	(Pertumbuhan)
五行：相克\n	Lima Elemen: Kontraaktif\n
{0}从{1}口中得到一个线索：\n{2}	{0}mendapat bukti dari{1}: \n{2}.
[color=#880000](模组版本不符:v{0})[/color]	[color=#880000](Versi mod salah: v{0})[/color]
在种植时，正快乐的哼着小调	Bertani sambil menyenandungkan lagu ceria
地图种子	Benih Peta
全部秘籍	Semua Manual
城市稳定度：{0}\n主流代理势力：{1}	Stabilitas Kota:{0}\nKekuasaan Agensi Utama:{1}
上传	Mengunggah
该建筑正忙	Gedung ini sudah ditempati.
模组文件已经上传成功！	File mod diunggah!
没有多余的个数	Tidak ada kelebihan.
闻名遐迩	Terpandang
加满一个神修的神民	Memaksimalkan Divine Resident milik seorang kultivator panteon.
{7}<font color=#D06508>[物体]</font>\n灵气：{1:N0}（{5}{6:N2}/秒）\n聚灵：{4} {9}\n美观：{0}\n品阶：{3}\n品质：{2}{10}{8}{11}	{7}<color font=#D06508>[Item]</font>\nLingQi: {1:N0}（{5}{6:N2}/Detik）\nPengumpulan Qi:{4} {9}\nPemandangan:{0}\nTingkat:{3}\nKualitas:{2}{10}{8}{11}
地点	Lokasi
位于炉灶之侧	dan Terletak di sebelah Kompor
矿物	Mineral
已死亡!	Mati!
收获:{0}	Mengumpulkan:{0}
轮回者：{0} \n缺少描述，无法保存	Reinkarnator:{0} \nKurang dalam deskripsi dan tidak dapat disimpan.
正专心移除工作	Berkonsentrasi pada menghilangkan sesuatu
开始读取	Mulai Memuat
\n拥有者: {0}	\nPemilik:{0}
即将完成	Hampir selesai
只能在游戏内取出哦！	Hanya dapat diambil dalam game!
被自弃之念萦绕，修行速度，学习速度，心境大幅下降。角色在此状态下战斗时自暴自弃而奋不顾死，因此御器技能突破极限2级，术法技能突破极限2级，护体技能降低5级。	Siap untuk menyerah. Efisiensi latihan, kecepatan belajar, dan kondisi mental berkurang drastis. Dalam keadaan tersebut, karakter akan putus asa, sehingga mempertaruhkan semua yang dimilikinya. Menembus 2 level Penguasaan Artefak dan Mantra, serta menurunkan 5 level Perlindungan.
突破时正在生效成功率造成影响的附加效果，例如丹药、奇遇等等。	Efek tambahan selama terobosan meningkatkan tingkat keberhasilan, misalnya. Elixir, Petualangan Tak Terduga, dll.
昨天	Kemarin
模组文件已经上传成功！\n请勿修改并妥善保管当前上传模组文件下的Info文件，用于更新该模组！	File mod diunggah!\nHarap jangan mengubah file .info dari mod yang diunggah dan simpan untuk pembaruan mod ini di masa mendatang.
{0:F0}度/秒	{0:F0}°/detik
现在退出未保存的数据将丢失	Jika Anda berhenti sekarang, kemajuan yang belum disimpan akan hilang.
打包	Berkemas
思绪片段({0}/{1})	Pecahan Pikiran ({0}/{1})
☯[size=13]此物通灵，可泽被房间内角色：[/size]\n	☯[size=13]Itu adalah benda spiritual. Dapat menyehatkan karakter di dalam ruangan:[/size]\n
土	Bumi
不擅	Tidak kompeten
当前灵性	Anugerah
护盾相关	Terkait Penghalang
在照顾别人之时，突然心烦意乱	Peduli pada seseorang; tiba-tiba merasa kesal
模组数据不匹配，我们无法保证存档数据的正确性，请返回主界面进行读取操作。	Data mod tidak kompatibel. Kami tidak dapat memastikan penyimpanan akan berfungsi dengan baik. Silakan kembali ke menu utama dan muat data mod.
