ID	Race	Grades	Sex	Name	Desc	Hide	BeginYear	Perception	Physique	Charisma	Intelligence	Luck	Fight	Qi	SocialContact	Medicine	Cooking	Building	Farming	Mining	Art	Manual	DouFa	DanQi	Fabao	FightSkill	Barrier	F1	F2	F3	F4	F5	F6
78	Human	0	0	Terlahir dengan penyakit aneh	[NAME]Saya menderita penyakit aneh sejak saya masih kecil，Meridian tidak terhubung satu sama lain，Tidak dapat berlatih。Dan sering pingsan。setelah setiap pingsan，[IT]Semuanya mengeluarkan aroma yang khas，Menunggu untuk bangun itu seperti penyakit serius，sangat lemah。\nMenderita penyakit aneh ini，[NAME]tidak mampu melakukan pekerjaan berat。		0			2				4							4							MeridianIncomplete					
79	Human	0	0	Anak-anak Wilayah Barat	[NAME]Lahir di keluarga orang Hu dari Wilayah Barat。pada usia sepuluh tahun， [IT]Sukunya ditaklukkan oleh Dataran Tengah，[IT]Seluruh keluarga juga dibawa ke pedalaman Dataran Tengah sebagai budak。\nkarena statusnya yang rendah，Dan tidak mengerti dialek Cina，[IT]Kehidupan baru di Dataran Tengah sangatlah sulit，Seringkali mempersulit。Hal ini juga memungkinkan[IT]Lebih introvert。		0	1	1	-1			2		-4	2	2	2	2	2		2											
80	Human	0	1	pangeran	[NAME]Dia adalah salah satu pangeran saat ini。Mendapat pendidikan ketat dan intrik sejak kecil di istana。\nsebagai seorang remaja，[IT]Dibingkai oleh pangeran tertua。untuk bertahan hidup[IT]penyamaran，Palsukan kematianmu sendiri dan kabur dari istana。		0	1	1	2			2		4	4					4							Distrust					
81	Human	0	1	kaisar boneka	[NAME]Dia mewarisi takhta ketika dia berusia tiga tahun。[ITS]Ketika saya masih kecil, saya pada dasarnya duduk di atas takhta dalam ketidaktahuan.，Nikmati sanjungan dan sanjungan orang lain。Dimanipulasi oleh bupati tanpa disadari。\nada[IT]Saat aku berumur tiga belas tahun，Pangeran Bupati melancarkan kudeta，[IT]Lolos dengan nyawanya di bawah kedok orang kepercayaan mendiang kaisar…Namun saya juga mengucapkan selamat tinggal pada kehidupan dengan pakaian bagus dan makanan enak selamanya.。		0	-2	-1	1			-4		-4						2							Pessimism					
82	Human	0	0	pramuka	[NAME]Lahir di masa sulit，Panglima perang merajalela merekrut pasukan di mana-mana，Bahkan anak-anak pun tidak luput dari hal ini。[IT]Begitulah cara dia direkrut secara paksa oleh seorang panglima perang besar untuk menjadi pramuka.。\n[ITS]Ketika saya masih kecil, saya bepergian dengan tentara.，Terutama bertanggung jawab untuk beberapa pekerjaan pasca konstruksi。Kemudian panglima perang ini dikalahkan，Anak buahnya juga melarikan diri demi nyawa mereka，Berpisah。		0		1				4					4															
83	Human	0	0	Anak Yatim Tambang	[NAME]Kedua orang tuanya adalah penambang，[IT]Tumbuh di gubuk penambang。\nKecelakaan pertambangan lainnya，[ITS]Sayangnya orang tua meninggal。untuk bertahan hidup，[IT]Dia terpaksa membawa beliung pertambangan di usia muda。		0		1								2			6													
84	Human	0	0	Maling	[NAME]Ayahnya adalah seorang gangster，kecanduan judi，Hidup dengan mencuri。Dipengaruhi oleh telinga dan mata，[NAME]Saya juga kecanduan mendapatkan sesuatu secara cuma-cuma sejak saya masih kecil.，Temperamennya enak dan malas，Juga menjadi pencuri。\n[IT]Terlahir dengan kulit yang bagus，Penampilan yang baik melemaskan kewaspadaan orang lain。Karena itu，muda[IT]Bisa sukses berulang kali。		0	1		3			2															Lazy	BeautifulFace1				
85	Human	0	0	Maling	[NAME]Diculik saat masih kecil，Dipaksa menjadi pencuri oleh geng pencuri。\ndalam pencurian，[IT]Masukkan catatan marabahaya ke dalam saku target，dan berhasil menarik perhatian pemerintah。Geng pencuri dimusnahkan，[IT]Juga berhasil lolos dari lautan penderitaan。		0	2			2		2																				
86	Human	0	0	anak-anak cacat	[NAME]Ketika saya masih kecil, seekor babi hutan mengunyah telinga dan lengannya.。Meskipun[IT]Bertahan karena keberuntungan，Namun ia menjadi cacat permanen。\n[IT]tidak berkecil hati dengan hal ini，Latih diri Anda seratus kali lebih keras。pada usia sepuluh tahun，Dia pikir dia telah berhasil berlatih，Kemudian dia pergi ke pegunungan untuk membalas dendam pada babi hutan tersebut.。kali ini，[IT]Kedua kakinya patah。[IT]Tidak pernah pulih dari kejatuhan。		0					-2	2															BanLeftTibia	BanRightTibia	BanLeftEar	BanLeftScapula	HeartKnot	
87	Human	0	0	anak-anak cacat	[NAME]Mendapat penyakit aneh，[IT]Saya belum dewasa sejak saya berumur sepuluh tahun，Ini membuat[IT]Selalu terlihat seperti anak kecil。\nPenyakit aneh ini memberi[IT]membawa banyak masalah，[IT]Tidak mampu menghidupi dirinya sendiri seperti orang dewasa，juga sulit didapat[IT]identitas orang。		0	-2	-2	-1					-4	4												LowMan					
88	Human	0	0	bodoh	[NAME]Saya menderita demam tinggi ketika saya masih kecil，Membakar otak。Ini membuat[ITS]Kecerdasan tampaknya agak rendah，dan kehilangan kemampuan untuk berbicara.。\n[IT]Tertekan akan hal ini，Kunci diri Anda dalam dunia musik, catur, kaligrafi, dan lukisan sepanjang hari untuk membuat diri Anda mati rasa。		0			-1	-1										6							Artist	Mute				
89	Human	0	1	kambing hitam	[NAME]Ini adalah anak dari petugas Rumah Jenderal。ada[IT]Saat aku berumur sepuluh tahun，Jenderal tersebut dianiaya dan rumahnya disita karena kekacauan politik。Untuk melanjutkan garis keturunan，Jenderal memberi[NAME]Li Daitaojiang，Mati untuk tuan muda。\n[NAME]Tidak rela mati seperti ini，[IT]Memanfaatkan kekacauan itu, dia membunuh tuan muda itu，Dan melarikan diri dari Rumah Jenderal dengan api unggun。		0					2	2								2	4						GoodMentality					
90	Human	0	1	Bocah luar	[NAME]Lahir di kota kecil bernama Wuligou，Ada sekte kecil bernama Qixuanmen di dekat kota.。[NAME]Dia terpilih sebagai murid luar sejak dia masih kecil。\nMeskipun[IT]Kemudian dia diusir dari sekte tersebut，Namun setelah beberapa tahun hidup sebagai murid luar,[IT]Memiliki pemahaman awal tentang latihan spiritual。		0						2	4		4	4	4	4									Strong	Careful				
91	Human	0	0	bocah narkoba	[NAME]Bekerja di bawah orang tua，Bertanggung jawab membantu dokter tua menyiapkan dan menyiapkan obat.。\ndalam satu kali perawatan，[IT]Porsi yang salah，memperburuk kondisi pasien，Hampir kehilangan nyawanya。[NAME]Oleh karena itu, dia diusir dari toko obat oleh dokter lamanya.。		0									4												Rugged					
92	Human	0	0	toples obat	[NAME]adalah anak prematur，[IT]Lemah secara bawaan，sering sakit，Dan bahkan penyakit dan nyeri ringan pun bisa diganggu dalam waktu yang lama.，sulit disembuhkan。Karena itu，[NAME]Hampir menghabiskan masa kecilnya dengan minum obat。		0	-1	-2							4												HealthOverdraft1					
93	Human	0	0	Bocah salju	[NAME]Lahir di sebuah desa di perbatasan utara。Itu tertutup salju sepanjang tahun，Penduduk desa menggunakan es untuk memancing，Berburu mencari nafkah di padang salju。\n[NAME]Ia menunjukkan bakat berburunya yang luar biasa di usia muda。[IT]Sebagai seorang anak, saya sering berburu kelinci sepatu salju sendirian di padang salju.，Rubah salju dan mangsa kecil lainnya。		0	2	1				4					2	4									ColdPatience					
94	Human	0	0	Pengembara Gobi	[NAME]Lahir di sebuah kota di Gobi。di masa kecil，Badai pasir besar melanda[ITS]rumah。[IT]Ikuti beberapa orang yang selamat dalam perjalanan mengembara mereka。\nSelama beberapa tahun mengembara，[IT]terbiasa melihat kehidupan, kematian dan sifat manusia，Ini membuat[IT]Hilangnya harapan di dunia ini。		0	1	2				3			3	2	2				2						Distrust	Pessimism				
95	Human	0	0	anak-anak kota air	[NAME]Lahir di kota air Jiangnan，[ITS]Kampung halaman saya adalah kota yang terletak di tepi sungai。Rumah-rumah tersebut dihubungkan oleh saluran air，gaya yang unik。\n[NAME]Keluarga saya memiliki toko kelontong。[IT]Ketika saya masih kecil, saya mendayung perahu dan membawa barang keliling kota setiap hari.，Bantuan dengan penjualan。		0			1					2							2											
96	Human	0	0	Anak gunung	[NAME]Dia adalah anak Dashan，Sejak saya masih kecil, saya mengikuti saudara laki-laki saya melewati pegunungan.，Panjat pohon dan turuni sungai。\n[NAME]Aktivitas favorit saya semasa kecil adalah pergi ke pegunungan untuk memetik jamur setelah hujan.，[IT]Setiap kali saya memilih lebih banyak dan lebih baik daripada saudara saya.。		0	1	1									2	4														
97	Human	0	1	jenderal muda	[NAME]Dia adalah jenderal muda dari Tentara Api Merah.，Di usia muda, dia sangat ahli dalam seni bela diri。\nBelakangan, Tentara Api Merah dijebak，sepenuhnya dimusnahkan。[IT]Lolos dengan nyawanya di bawah perlindungan tentara，Namun sayangnya, dia diracun。		0	2					6			2												HealthOverdraft2					
98	Human	0	2	Takdir Ketuhanan	[NAME]Ibu meninggal saat melahirkan，baru saja lahir，Wanginya sekujur tubuh，Meskipun ini musim semi，Bunga-bunga di seluruh kota langsung layu，dikutip sebagai tidak diketahui。\n[NAME]Karena konstitusi istimewanya，Sangat mudah untuk menarik hantu。[IT]Ketika saya masih kecil, saya bertemu dengan seorang biksu terkemuka，Biksu terkemuka memberi[IT]Untaian tasbih dan jubah kulit anjing berwarna hitam，Bawalah ke mana pun Anda pergi, duduk atau berbaring untuk menghalangi napas，[IT]Baru pada saat itulah dia tumbuh dengan aman。		0			3	1			6							2												
99	Human	0	1	keluarga pencak silat	[NAME]Ayahnya adalah ahli nomor satu di keluarga，Namun, ia mengorbankan nyawanya demi keluarganya dalam sebuah kompetisi penting.，menjadi orang cacat。[IT]Tuangkan semua harapanmu kepada anak-anakmu。disayangkan[NAME]Bakat rata-rata，Kemajuannya lambat。\nkebetulan，[NAME]Dapatkan jimat batu dari genangan air misterius，Dengan bantuan jimat batu，[ITS]Peningkatan pesat dalam budidaya，Menjadi jenius keluarga。		0	2	2				6																				
100	Human	0	0	kekuatan ilahi alami	[NAME]Kuat secara alami，ada[IT]8Ketika dia masih muda, dia memiliki kekuatan yang tidak lebih lemah dari orang dewasa，Bisa mengayunkan palu，memindahkan batu-batu besar。\n[IT]Jangan hidup sesuai dengan bakat Anda sendiri，Sebaliknya, berlatihlah dua kali lebih banyak，Ini membuat[ITS]Kekuatannya jauh melampaui rekan-rekannya。		0		4																			Masculinity					
501	Human	1	0	Pahlawan Jianghu	[NAME]Berbekal seni bela diri，Di dunia sekuler, ia berperan sebagai kesatria yang merampok orang kaya dan memberikannya kepada orang miskin.。dalam duel，Musuhnya adalah[IT]Bekas luka yang panjang dan sempit tertinggal di wajah，membiarkan[IT]Terlihat sangat kejam。		0	2	2				6			2												FacialScar					
502	Human	1	2	Pahlawan wanita	[NAME]Berbekal seni bela diri，Di dunia sekuler, ia berperan sebagai kesatria yang merampok orang kaya dan memberikannya kepada orang miskin.。Dalam proses menjadi seorang ksatria，[ITS]Mitra untuk menabung[IT]dan meninggal。[IT]Sangat frustrasi，Keluar dari arena。		0	1	1				5			2												Depressed					
503	Human	1	0	Pensiunan pendamping	[NAME]Apakah pendamping，sampai[IT]Saat dikawal, dia terkena panah di lutut.。		0	-1	1				3			1						2						CrippleLeft					
504	Human	1	0	Budak jahat tuan tanah	[NAME]Dia adalah budak jahat di bawah tuan tanah。Bertahun-tahun diintimidasi dan takut menyerah[IT]Pahami pentingnya menilai situasi。\nTapi akhirnya sekali，[IT]Atau menyinggung seseorang yang tidak seharusnya tersinggung，Karena itu[IT]Di jalan untuk melarikan diri。		0	2		-1			2															Masculinity					
505	Human	1	0	Tukang daging	[NAME]Dulunya seorang tukang daging，Mencari nafkah dengan menyembelih berbagai hewan ternak。Pekerjaan fisik yang berat[ITS]Kuat secara fisik dan bertenaga。Pembantaian bertahun-tahun telah berlalu[IT]Biasakan diri dengan darah dan kematian。		0	2	2	-1			2				4		2		-4							Rugged	Masculinity				
506	Human	1	0	petani	[NAME]adalah seorang petani，Baik dalam pekerjaan kasar dan berat。Namun kehidupan miskin dan pekerjaan berintensitas tinggi hancur[ITS]tubuh dan pikiran。		0	-1	-1	-1					-2		1	1	4	1		4						Numbness	Masculinity				
507	Human	1	0	tukang	[NAME]Dapatkan kerajinan，dan mencari nafkah darinya。Karena kebutuhan pekerjaan，[IT]Miliki sepasang tangan yang terampil。		0	2													2	8											
508	Human	1	0	pencuri kuda	[NAME]Dipaksa mencari nafkah, ia menjadi pencuri kuda，Kehidupan menjilat darah dengan sebilah pisau menghasilkan[IT]Kembangkan carpe diem，Karakternya kejam dan berdarah dingin。Namun kehidupan yang genting ini juga membuat[IT]bosan。Selama pengepungan pemerintah，[IT]kehilangan lengan，Juga mengambil kesempatan ini untuk melepaskan diri dari organisasi。		0	2				1	5			1												BanLeftScapula	Masculinity				
509	Human	1	0	anak kedai teh	[NAME]Saya telah bekerja sebagai pelayan di kedai teh，Kehidupan di bawah menghasilkan[IT]Tahu bagaimana menyenangkan orang lain。Dipengaruhi oleh telinga dan mata，juga membiarkan[IT]Tahu sedikit tentang memasak。		0	1		1		1			3,1		2																
510	Human	1	0	pendongeng	[NAME]Mewarisi jubah seorang pendongeng，[IT]Memegang kudanya sendiri：seekor keledai，berparade keliling，Dan dapatkan sumber daya yang dibutuhkan untuk bertahan hidup melalui bercerita。		0			1	1				2						4												
511	Human	1	1	Sarjana nomor satu	[NAME]Lulus hadiah utama dalam ujian kekaisaran，Tingkat pendidikan yang sangat tinggi。Tetapi[IT]Tapi suka bertani，Dia bahkan mengundurkan diri dan pensiun ke pedesaan karena alasan ini.。		0	-1	-1		2		-2	1					4,2		4							Reader					
512	Human	1	0	pemimpin pemberontak	[NAME]Pernah menjadi pemimpin pemberontak，Perjuangan untuk menggulingkan negara yang korup。Namun pada akhirnya，[IT]Unit tempat dia berada dibubarkan karena pertikaian internal.。		0		2	1			4																				
513	Human	1	0	anggota pemberontak	[NAME]Berpartisipasi dalam tentara pemberontak，karir militer[IT]Kuat secara fisik。Keyakinan revolusioner membuat[IT]berkemauan keras。		0		2																			Strong					
514	Human	1	0	pemimpin pemberontak	[NAME]adalah pemimpin pemberontak，[IT]Mahir dalam komando，Penguasa itu kejam dan dingin，Memimpin anak buahnya untuk membakar, membunuh dan menjarah，Saat berhadapan dengan tentara kekaisaran。dalam sebuah pertempuran，[ITS]Pasukan dikepung dan ditekan，[NAME]Untungnya, ada satu nyawa yang tertinggal。		0	1	2	-2	1		2			1																	
515	Human	1	0	anggota pemberontak	[NAME]Bergabung dengan partai pemberontak karena ketidakpuasan terhadap pajak yang tinggi。Namun, gaya pemberontak yang membakar, membunuh, dan menjarah menjadikan hal tersebut[IT]muak。dalam satu malam，[IT]Membunuh beberapa tentara nakal di timnya dan melarikan diri semalaman.。		0	1	1				4																				
516	Human	1	0	buronan	[NAME]Dia seorang buronan yang kabur dari penjara，Setelah beberapa tahun melarikan diri,[ITS]Sensitivitas mental dan kegugupan yang ekstrim。Ini membuat[ITS]Reaksi emosional yang lebih intens，juga membiarkan[ITS]Lebih responsif。		0	4																				Sensitive					
517	Human	1	0	pembantaian	[NAME]adalah algojo brutal，Bertanggung jawab untuk mengeksekusi terpidana mati。Darah yang tak terhitung jumlahnya di tanganku membuat[ITS]Hati itu sekokoh batu。		0						3															Numbness	Masculinity				
518	Human	1	0	Antek jahat	[NAME]Dia adalah agen sekte jahat di dunia fana.，Bertanggung jawab atas bisnis dan kontak sekte di dunia fana。Meskipun[IT]Tidak ada metode kultivasi yang diajarkan sama sekali，Tapi saya juga melihat banyak makhluk gaib.。		0								4																		
519	Human	1	0	Dokter medis	[NAME]Dia seorang dokter di klinik medis，Meskipun[IT]Keterampilan medis tidak luar biasa，Namun penyakit ringan tetap mudah untuk ditangani。		0									3																	
520	Human	1	0	Dokter medan perang	[NAME]Dia adalah seorang dokter pendamping di tentara，[ITS]Keterampilan medis yang luar biasa，Dan karier militernya telah menjadikannya sukses[IT]Memiliki kemauan seorang prajurit。		0	1	1				2			3												Strong					
521	Human	1	0	Anda Fang Langzhong	[NAME]Dia adalah seorang dokter pengembara yang berkeliling dunia.，[IT]Suka keterampilan medis，Merawat yang terluka adalah tanggung jawabnya sendiri。Bepergian ke utara dan selatan Sungai Yangtze membuat[IT]terinformasi dengan baik，Juga marah[ITS]Keterampilan medis。		0									5,2																	
522	Human	1	0	dokter hewan	[NAME]adalah seorang dokter hewan，Meski bisa juga mengobati orang，Tetapi[ITS]Teknik pengobatannya kasar dan informal.。		0									2												Rugged					
523	Human	1	0	Portir dermaga	[NAME]Dia portir di dermaga，Pekerjaan berat menghasilkan[ITS]Kuat secara fisik，Sangat kuat。Tapi ini juga cerukan[ITS]Tubuh。		0		2																			HealthOverdraft1	Masculinity				
524	Human	1	0	Pemetik gunung	[NAME]Itu adalah pemetik gunung，Pekerjaan berat menghasilkan[ITS]Fisik yang kuat dan kekuatan yang besar。Dan seringkali berjalan di jalan pegunungan membuat hal itu menjadi sulit[IT]Memiliki keseimbangan yang tinggi。Tapi ini juga cerukan[ITS]Tubuh。		0	1	2																			HealthOverdraft1	Masculinity				
525	Human	1	0	Pelatihan seni bela diri	[NAME]Itu adalah ajaran dari sekolah seni bela diri，[ITS]Keahlian yang bagus，Memiliki reputasi yang sangat baik secara lokal。\nMengajar lagi，[IT]Dia secara tidak sengaja menyentuh payudara seorang murid perempuan yang kuat dan diusir，Kehilangan semua harta benda dan identitas。		0	1	1		3	-1		1																			
526	Human	1	0	guru sekolah swasta	[NAME]Dia seorang guru dari sekolah swasta，[ITS]Pengetahuan yang mendalam，Namun karena kepribadiannya yang serius dan sangat tradisional，Oleh karena itu, dia sangat tidak populer di kalangan pelajar。dalam ujian kekaisaran，[IT]Menangkap seorang bangsawan yang selingkuh。Lalu terjadilah pembalasan，Sebuah kaki patah。		0			-2	1				-4						4							CrippleLeft	Reader				
